x,y,y_xg,y_exp,y_ma
8.9826389,4.030981150794105,3.8073390778467244,5.410642867005193,4.294981150793319
8.9833333,3.7309811507911945,4.026143909786211,5.396846249843082,4.184981150792737
8.9840278,3.6609811507914856,4.257231183562134,5.380187598852563,4.036981150792417
8.9847222,3.2609811507936683,4.494414047479605,5.362995534371953,3.8249811507928824
8.9854167,3.740981150793232,4.741391463667813,5.341975390536169,3.684981150792737
8.9861111,4.060981150792941,4.984776763362808,5.3259654481387395,3.690981150792504
8.9868056,3.790981150792504,5.235252325482089,5.313315605165282,3.702981150792766
8.9875,3.790981150792504,5.497398967330676,5.298092260621553,3.7289811507929698
8.9881944,4.240981150793232,5.7674727222789395,5.283021149523263,3.9249811507928825
8.9888889,4.1209811507906124,6.04797665616745,5.272600749535962,4.0009811507923585
8.9895833,4.470981150792795,6.33562675127399,5.261084553548509,4.08298115079233
